update,env_steps,train_return_mean,train_return_std,policy_loss,entropy,entropy_beta,value_loss,baseline_value,eval_return_mean,eval_return_std
0,180,18.0,6.371812928829597,-0.004125816747546196,0.6916547417640686,0.0,0.0,nan,43.1,17.711295830627414
1,468,28.8,20.163333057805698,-0.007152932230383158,0.6909129023551941,0.0,0.0,nan,nan,nan
2,754,28.6,10.239140588936163,-0.0062051983550190926,0.6894848942756653,0.0,0.0,nan,nan,nan
3,1059,30.5,18.789624796679682,-0.012456078082323074,0.6888580322265625,0.0,0.0,nan,nan,nan
4,1289,23.0,7.0285133563222315,0.00012275861809030175,0.6880503296852112,0.0,0.0,nan,nan,nan
5,1494,20.5,8.697700845625814,-0.02000764012336731,0.6862286329269409,0.0,0.0,nan,54.4,19.40206174611348
6,1801,30.7,16.48059464946578,-0.01597774401307106,0.6865296363830566,0.0,0.0,nan,nan,nan
7,2007,20.6,6.102458520956943,-0.00866997055709362,0.6873346567153931,0.0,0.0,nan,nan,nan
8,2285,27.8,16.381697103780184,-0.018148401752114296,0.6843591332435608,0.0,0.0,nan,nan,nan
9,2557,27.2,10.897706180660222,-0.018316708505153656,0.6843850016593933,0.0,0.0,nan,nan,nan
10,2775,21.8,9.389355675444401,-0.0018859292613342404,0.6796372532844543,0.0,0.0,nan,54.5,17.66493702224834
11,3079,30.4,11.757550765359255,-0.007351272273808718,0.6828749179840088,0.0,0.0,nan,nan,nan
12,3448,36.9,22.598451274368337,-0.014724674634635448,0.681300938129425,0.0,0.0,nan,nan,nan
13,3679,23.1,11.103603018840326,-0.006419492419809103,0.6767987012863159,0.0,0.0,nan,nan,nan
14,4142,46.3,39.557679406153234,-0.0036345652770251036,0.6751383543014526,0.0,0.0,nan,nan,nan
15,4474,33.2,14.524462124292244,-0.014394205994904041,0.6739434599876404,0.0,0.0,nan,54.6,15.869467539901898
16,4737,26.3,14.683664392786973,0.0041390061378479,0.6739004850387573,0.0,0.0,nan,nan,nan
17,5085,34.8,14.85126257258958,-0.009174376726150513,0.6765495538711548,0.0,0.0,nan,nan,nan
18,5362,27.7,8.752713864853574,-0.045156463980674744,0.6721257567405701,0.0,0.0,nan,nan,nan
19,5679,31.7,17.65814259767997,-0.0014766916865482926,0.6739603281021118,0.0,0.0,nan,nan,nan
20,5957,27.8,8.24378553820998,-0.01143609918653965,0.6690549850463867,0.0,0.0,nan,76.8,39.58484558514786
21,6343,38.6,13.062924634246345,-0.00899568386375904,0.6766505241394043,0.0,0.0,nan,nan,nan
22,6755,41.2,24.547097588106013,-0.012761687859892845,0.6693827509880066,0.0,0.0,nan,nan,nan
23,7170,41.5,29.74978991522461,-0.00909832026809454,0.6647943258285522,0.0,0.0,nan,nan,nan
24,7587,41.7,21.457166634949733,-0.011599801480770111,0.6724505424499512,0.0,0.0,nan,nan,nan
