update,env_steps,train_return_mean,train_return_std,policy_loss,entropy,entropy_beta,value_loss,baseline_value,eval_return_mean,eval_return_std
0,152,15.2,4.166533331199932,0.006192923989146948,0.6890803575515747,0.0,96.1846694946289,nan,9.2,0.4
1,331,17.9,6.040695324215583,0.008969067595899105,0.689495861530304,0.0,135.05807495117188,nan,nan,nan
2,548,21.7,9.654532614269838,-5.6078904890455306e-05,0.6898189187049866,0.0,223.7709503173828,nan,nan,nan
3,798,25.0,6.572670690061994,0.003796378616243601,0.690615713596344,0.0,215.78282165527344,nan,nan,nan
4,1011,21.3,9.263368717696604,-0.004137981683015823,0.6902998685836792,0.0,205.48583984375,nan,nan,nan
5,1271,26.0,10.83512805646523,-0.006210965570062399,0.6902464628219604,0.0,277.49188232421875,nan,11.7,1.2688577540449522
6,1513,24.2,15.606408939919524,-0.004393671173602343,0.6896793842315674,0.0,356.6994323730469,nan,nan,nan
7,1840,32.7,19.45276329985023,-0.0031001633033156395,0.690259575843811,0.0,522.9932250976562,nan,nan,nan
8,2065,22.5,11.280514172678478,-0.005669636186212301,0.6896979212760925,0.0,251.9837188720703,nan,nan,nan
9,2284,21.9,7.2725511342306834,-0.007252837065607309,0.6899988651275635,0.0,177.53521728515625,nan,nan,nan
10,2455,17.1,9.544108130150246,-0.009540376253426075,0.688845694065094,0.0,169.42022705078125,nan,23.9,4.205948168962618
11,2753,29.8,11.00727032465361,-0.00875915214419365,0.6889299750328064,0.0,311.7762451171875,nan,nan,nan
12,2970,21.7,5.532630477449221,0.0006911128293722868,0.6889222264289856,0.0,152.04638671875,nan,nan,nan
13,3215,24.5,9.287087810503355,-0.020156878978013992,0.6893550753593445,0.0,218.50364685058594,nan,nan,nan
14,3435,22.0,9.284395510748128,-0.014557319693267345,0.6863148212432861,0.0,198.42559814453125,nan,nan,nan
15,3685,25.0,11.454256850621082,-0.01216366607695818,0.6860626935958862,0.0,262.67559814453125,nan,54.5,36.42320688791694
16,3905,22.0,7.523297149521611,-0.013574082404375076,0.6852404475212097,0.0,168.93179321289062,nan,nan,nan
17,4216,31.1,15.744522857171633,-0.016771363094449043,0.6843443512916565,0.0,406.26495361328125,nan,nan,nan
18,4517,30.1,15.481924944915603,-0.0031555923633277416,0.6818027496337891,0.0,385.1856384277344,nan,nan,nan
19,4797,28.0,20.11964214393487,-0.013715182431042194,0.683333694934845,0.0,482.91656494140625,nan,nan,nan
20,5137,34.0,16.024980499208105,-0.002897827420383692,0.6836388111114502,0.0,428.8370056152344,nan,75.1,29.241921961458004
21,5478,34.1,32.56209452722598,-0.01296166330575943,0.6822075843811035,0.0,967.8770141601562,nan,nan,nan
22,5755,27.7,15.212166183683376,-0.02037518285214901,0.6807125210762024,0.0,333.86273193359375,nan,nan,nan
23,6109,35.4,14.029967925836466,0.0012631405843421817,0.681916356086731,0.0,398.8489990234375,nan,nan,nan
24,6411,30.2,17.010584939971935,0.0017023098189383745,0.6804585456848145,0.0,407.07171630859375,nan,nan,nan
25,6689,27.8,9.184770002564028,0.0008467041188850999,0.6762830018997192,0.0,231.91201782226562,nan,122.5,84.18580640464282
