update,env_steps,train_return_mean,train_return_std,policy_loss,entropy,entropy_beta,value_loss,baseline_value,eval_return_mean,eval_return_std,experiment,seed,steps_to_475,steps_to_495
81,32181,53.5,18.553975315279473,-0.660412073135376,0.629507839679718,0.0,0.0,39.24512195121951,,,vpg_moving_avg,1,,
82,32696,51.5,30.806655125151124,-0.3945497274398803,0.633760392665863,0.0,0.0,39.39277108433735,,,vpg_moving_avg,1,,
83,33250,55.4,20.71810802172824,-0.5725438594818115,0.6293106079101562,0.0,0.0,39.583333333333336,,,vpg_moving_avg,1,,
84,33672,42.2,13.166624472506232,-1.0171171426773071,0.622677743434906,0.0,0.0,39.614117647058826,,,vpg_moving_avg,1,,
85,34264,59.2,25.67800615312645,-0.453934907913208,0.6312769055366516,0.0,0.0,39.84186046511628,226.2,122.28556742314278,vpg_moving_avg,1,,
86,34903,63.9,24.586378342488754,-0.4199925661087036,0.6298695206642151,0.0,0.0,40.1183908045977,,,vpg_moving_avg,1,,
87,35513,61.0,55.33353413618183,-0.1602577120065689,0.6234347224235535,0.0,0.0,40.35568181818182,,,vpg_moving_avg,1,,
88,35983,47.0,22.0454076850486,-0.6976679563522339,0.628130316734314,0.0,0.0,40.43033707865168,,,vpg_moving_avg,1,,
89,36487,50.4,12.60317420335052,-0.8466739058494568,0.630196750164032,0.0,0.0,40.541111111111114,,,vpg_moving_avg,1,,
90,37005,51.8,27.065845636151845,-0.579470694065094,0.6094655394554138,0.0,0.0,40.66483516483517,179.1,97.2352302408957,vpg_moving_avg,1,,
91,37464,45.9,23.56459208218975,-0.7197157144546509,0.617001473903656,0.0,0.0,40.721739130434784,,,vpg_moving_avg,1,,
92,37911,44.7,35.03726587506508,-0.4436994791030884,0.6132323741912842,0.0,0.0,40.76451612903226,,,vpg_moving_avg,1,,
93,38435,52.4,20.881570822138837,-0.6686915159225464,0.6210396885871887,0.0,0.0,40.888297872340424,,,vpg_moving_avg,1,,
94,39012,57.7,36.05842481307246,-0.3594463765621185,0.6177763938903809,0.0,0.0,41.065263157894734,,,vpg_moving_avg,1,,
95,39632,62.0,23.96247065725903,-0.4734914600849151,0.6287373900413513,0.0,0.0,41.28333333333333,226.3,151.14168849129612,vpg_moving_avg,1,,
96,40296,66.4,26.196182928052707,-0.4354131817817688,0.614236056804657,0.0,0.0,41.542268041237115,,,vpg_moving_avg,1,,
97,40830,53.4,25.440911933340757,-0.6077670454978943,0.6165065169334412,0.0,0.0,41.66326530612245,,,vpg_moving_avg,1,,
98,41488,65.8,24.268498099388022,-0.4494671523571014,0.6231377124786377,0.0,0.0,41.90707070707071,,,vpg_moving_avg,1,,
99,42103,61.5,22.02839077191069,-0.559792697429657,0.6244188547134399,0.0,0.0,42.103,,,vpg_moving_avg,1,,
100,42661,55.8,26.820887382784335,-0.5782141089439392,0.6079836487770081,0.0,0.0,42.23861386138614,301.2,127.76994951865638,vpg_moving_avg,1,,
101,43293,63.2,29.27729495701405,-0.4489936232566833,0.6174145936965942,0.0,0.0,42.444117647058825,,,vpg_moving_avg,1,,
102,43928,63.5,21.0440015206234,-0.5632721185684204,0.6183069944381714,0.0,0.0,42.64854368932039,,,vpg_moving_avg,1,,
103,44691,76.3,46.60697372711513,-0.1726436018943786,0.6130108833312988,0.0,0.0,42.972115384615385,,,vpg_moving_avg,1,,
104,45397,70.6,22.29887889558576,-0.4521350264549255,0.6246735453605652,0.0,0.0,43.235238095238095,,,vpg_moving_avg,1,,
105,46031,63.4,30.17349830563238,-0.4604097902774811,0.6185503005981445,0.0,0.0,43.425471698113206,242.4,135.27985807207222,vpg_moving_avg,1,,
106,46780,74.9,24.768730286391342,-0.4101629257202148,0.6199452877044678,0.0,0.0,43.7196261682243,,,vpg_moving_avg,1,,
107,47408,62.8,22.990432792794483,-0.5905653834342957,0.615308403968811,0.0,0.0,43.8962962962963,,,vpg_moving_avg,1,,
108,48168,76.0,30.258882993263317,-0.3755625188350677,0.6201172471046448,0.0,0.0,44.19082568807339,,,vpg_moving_avg,1,,
109,49180,101.2,46.49903224799415,-0.1028506159782409,0.6260561943054199,0.0,0.0,44.70909090909091,,,vpg_moving_avg,1,,
110,49865,68.5,24.27447218787671,-0.5261353850364685,0.6188274025917053,0.0,0.0,44.92342342342342,182.9,56.045428002647995,vpg_moving_avg,1,,
111,50586,72.1,27.736077588584873,-0.4561605155467987,0.6158767938613892,0.0,0.0,45.16607142857143,,,vpg_moving_avg,1,,
112,51258,67.2,28.07418743258654,-0.5462796092033386,0.6012663245201111,0.0,0.0,45.36106194690265,,,vpg_moving_avg,1,,
113,52353,109.5,49.153331524933286,-0.0928980484604835,0.6151398420333862,0.0,0.0,45.92368421052632,,,vpg_moving_avg,1,,
114,52951,59.8,30.895954427724025,-0.5683720707893372,0.6118465065956116,0.0,0.0,46.044347826086955,,,vpg_moving_avg,1,,
115,53768,81.7,28.379746299077446,-0.4228237569332123,0.6115358471870422,0.0,0.0,46.35172413793104,322.6,124.678947701687,vpg_moving_avg,1,,
116,54548,78.0,42.997674355713706,-0.3244814872741699,0.6119817495346069,0.0,0.0,46.62222222222222,,,vpg_moving_avg,1,,
117,55137,58.9,25.386807597648037,-0.7361288666725159,0.6106258630752563,0.0,0.0,46.72627118644068,,,vpg_moving_avg,1,,
118,56074,93.7,63.98445123621833,-0.1262374371290207,0.6044561266899109,0.0,0.0,47.121008403361344,,,vpg_moving_avg,1,,
119,56833,75.9,47.09447950662583,-0.3041101098060608,0.6212645769119263,0.0,0.0,47.36083333333333,,,vpg_moving_avg,1,,
120,57563,73.0,28.27719929554552,-0.5346146821975708,0.6117548942565918,0.0,0.0,47.57272727272727,261.1,102.62207364889876,vpg_moving_avg,1,,
121,58440,87.7,40.72849125612192,-0.3062537312507629,0.607518196105957,0.0,0.0,47.90163934426229,,,vpg_moving_avg,1,,
122,59101,66.1,29.71683024819437,-0.5979512929916382,0.604279637336731,0.0,0.0,48.04959349593496,,,vpg_moving_avg,1,,
123,60008,90.7,55.91788622614414,-0.1978110373020172,0.6095133423805237,0.0,0.0,48.39354838709677,,,vpg_moving_avg,1,,
124,60821,81.3,27.813845473073297,-0.482042521238327,0.6112723350524902,0.0,0.0,48.6568,,,vpg_moving_avg,1,,
125,62011,119.0,68.54487581139819,-0.0514638610184192,0.617587685585022,0.0,0.0,49.21507936507936,208.8,59.19087767553376,vpg_moving_avg,1,,
126,62741,73.0,29.257477676655583,-0.5630561709403992,0.604742169380188,0.0,0.0,49.40236220472441,,,vpg_moving_avg,1,,
127,63527,78.6,38.58548950058817,-0.43814218044281,0.6039669513702393,0.0,0.0,49.63046875,,,vpg_moving_avg,1,,
128,64644,111.7,60.59216120918613,-0.1271289885044098,0.6174352765083313,0.0,0.0,50.11162790697674,,,vpg_moving_avg,1,,
129,65720,107.6,50.68767108479142,-0.2220865488052368,0.6163105368614197,0.0,0.0,50.55384615384615,,,vpg_moving_avg,1,,
130,66766,104.6,34.94910585408445,-0.3239741921424866,0.6055788993835449,0.0,0.0,50.966412213740455,297.9,70.83565486391723,vpg_moving_avg,1,,
131,67564,79.8,34.254342790367474,-0.5462278723716736,0.6065100431442261,0.0,0.0,51.18484848484849,,,vpg_moving_avg,1,,
132,68527,96.3,53.02461692459456,-0.2666485011577606,0.606802761554718,0.0,0.0,51.52406015037594,,,vpg_moving_avg,1,,
133,69465,93.8,43.9017083950044,-0.3743403851985931,0.607172966003418,0.0,0.0,51.83955223880597,,,vpg_moving_avg,1,,
134,70328,86.3,49.38633414214908,-0.3668137192726135,0.6056632399559021,0.0,0.0,52.09481481481482,,,vpg_moving_avg,1,,
135,71494,116.6,47.80836746846728,-0.2108439803123474,0.612705647945404,0.0,0.0,52.569117647058825,405.2,96.72827921554276,vpg_moving_avg,1,,
136,72497,100.3,47.762014195383344,-0.3131671547889709,0.6153948903083801,0.0,0.0,52.917518248175185,,,vpg_moving_avg,1,,
137,73341,84.4,46.78717773065608,-0.4276502728462219,0.6012424826622009,0.0,0.0,53.14565217391304,,,vpg_moving_avg,1,,
138,74674,133.3,47.69916141820525,-0.1670889854431152,0.6081908345222473,0.0,0.0,53.72230215827338,,,vpg_moving_avg,1,,
139,75914,124.0,81.62230087420961,-0.0928636714816093,0.6151618361473083,0.0,0.0,54.22428571428571,420.1,92.9692960068,vpg_moving_avg,1,,
0,166,16.6,5.5533773507659285,-0.9330417513847352,0.6917528510093689,0.0,0.0,16.6,31.4,2.727636339397171,vpg_moving_avg,2,,
1,432,26.6,11.655041827466771,-0.5084404349327087,0.6919196844100952,0.0,0.0,21.6,,,vpg_moving_avg,2,,
2,603,17.1,6.876772498781678,-1.091761350631714,0.691178023815155,0.0,0.0,20.1,,,vpg_moving_avg,2,,
3,928,32.5,30.25970918564817,0.0327878855168819,0.6911644339561462,0.0,0.0,23.2,,,vpg_moving_avg,2,,
4,1133,20.5,9.562949335848224,-0.936333954334259,0.6903190612792969,0.0,0.0,22.66,,,vpg_moving_avg,2,,
5,1404,27.1,11.995415791042843,-0.606550395488739,0.6899258494377136,0.0,0.0,23.4,68.7,17.349639765712716,vpg_moving_avg,2,,
6,1643,23.9,9.924212815130478,-0.8487161993980408,0.6889171004295349,0.0,0.0,23.47142857142857,,,vpg_moving_avg,2,,
7,1867,22.4,6.590902821313633,-1.1643956899642944,0.6888455152511597,0.0,0.0,23.3375,,,vpg_moving_avg,2,,
8,2227,36.0,19.036806454865268,-0.2559610605239868,0.6897344589233398,0.0,0.0,24.744444444444444,,,vpg_moving_avg,2,,
9,2464,23.7,9.66488489326179,-0.9443378448486328,0.6867236495018005,0.0,0.0,24.64,,,vpg_moving_avg,2,,
10,2740,27.6,21.31759836379323,-0.3026726543903351,0.6871281862258911,0.0,0.0,24.90909090909091,62.4,15.107613974417005,vpg_moving_avg,2,,
11,3052,31.2,18.813824704190264,-0.3719644248485565,0.6880219578742981,0.0,0.0,25.433333333333337,,,vpg_moving_avg,2,,
12,3355,30.3,16.82884428592766,-0.4800946712493896,0.6860594153404236,0.0,0.0,25.807692307692307,,,vpg_moving_avg,2,,
13,3701,34.6,24.55687276507333,-0.2145878821611404,0.6842067241668701,0.0,0.0,26.435714285714287,,,vpg_moving_avg,2,,
14,3922,22.1,7.764663547121666,-1.3113718032836914,0.6842168569564819,0.0,0.0,26.14666666666667,,,vpg_moving_avg,2,,
15,4159,23.7,8.978307190111062,-1.1622684001922607,0.6826338768005371,0.0,0.0,25.99375,70.9,19.02340663498523,vpg_moving_avg,2,,
16,4504,34.5,15.945218719101977,-0.481921374797821,0.6829280853271484,0.0,0.0,26.49411764705882,,,vpg_moving_avg,2,,
17,4809,30.5,9.790301323248432,-0.8443073034286499,0.6812875866889954,0.0,0.0,26.716666666666665,,,vpg_moving_avg,2,,
18,5039,23.0,18.62256695517565,-0.5086555480957031,0.679328203201294,0.0,0.0,26.521052631578947,,,vpg_moving_avg,2,,
19,5343,30.4,16.16910634512619,-0.5625901222229004,0.6801095008850098,0.0,0.0,26.715,,,vpg_moving_avg,2,,
20,5746,40.3,22.063771209836275,-0.2530750930309295,0.6827622056007385,0.0,0.0,27.36190476190476,85.6,15.454449197561198,vpg_moving_avg,2,,
21,5987,24.1,9.7205966895042,-1.1591875553131104,0.6770597100257874,0.0,0.0,27.213636363636365,,,vpg_moving_avg,2,,
22,6395,40.8,16.079800993793423,-0.402304857969284,0.6808986067771912,0.0,0.0,27.804347826086957,,,vpg_moving_avg,2,,
23,6658,26.3,18.03357978882729,-0.604687511920929,0.6748274564743042,0.0,0.0,27.741666666666667,,,vpg_moving_avg,2,,
24,7009,35.1,15.49483785007123,-0.5667483806610107,0.6780306100845337,0.0,0.0,28.036,,,vpg_moving_avg,2,,
25,7345,33.6,17.0598944897089,-0.5512691140174866,0.6751124262809753,0.0,0.0,28.25,107.6,52.92674182301419,vpg_moving_avg,2,,
26,7660,31.5,21.574290254838047,-0.4388516843318939,0.673828125,0.0,0.0,28.37037037037037,,,vpg_moving_avg,2,,
27,8043,38.3,13.115258289488622,-0.6203881502151489,0.6769726872444153,0.0,0.0,28.725,,,vpg_moving_avg,2,,
28,8321,27.8,8.133879763065101,-1.2079460620880127,0.6708360910415649,0.0,0.0,28.693103448275863,,,vpg_moving_avg,2,,
29,8757,43.6,30.67637527479412,-0.1337315589189529,0.677413821220398,0.0,0.0,29.19,,,vpg_moving_avg,2,,
30,9163,40.6,17.511139311878026,-0.4770300984382629,0.6757987141609192,0.0,0.0,29.558064516129033,73.8,19.943921379708655,vpg_moving_avg,2,,
31,9466,30.3,20.38160935745752,-0.5446712374687195,0.6670317649841309,0.0,0.0,29.58125,,,vpg_moving_avg,2,,
32,9937,47.1,21.723029254687297,-0.3002497553825378,0.6684545874595642,0.0,0.0,30.112121212121213,,,vpg_moving_avg,2,,
33,10258,32.1,17.461099621730586,-0.6737629175186157,0.6662933230400085,0.0,0.0,30.17058823529412,,,vpg_moving_avg,2,,
34,10616,35.8,10.457533169921096,-0.8412721157073975,0.6689993143081665,0.0,0.0,30.33142857142857,,,vpg_moving_avg,2,,
35,10978,36.2,17.365483005087995,-0.6000309586524963,0.6650143265724182,0.0,0.0,30.494444444444444,72.4,19.698730923589977,vpg_moving_avg,2,,
36,11370,39.2,23.10324652510984,-0.4167327880859375,0.6645544171333313,0.0,0.0,30.72972972972973,,,vpg_moving_avg,2,,
37,11653,28.3,14.724469430169632,-0.8667519092559814,0.6596217155456543,0.0,0.0,30.66578947368421,,,vpg_moving_avg,2,,
38,12056,40.3,12.657408897558772,-0.6980134844779968,0.6619934439659119,0.0,0.0,30.912820512820513,,,vpg_moving_avg,2,,
39,12520,46.4,17.83367600916872,-0.4275403618812561,0.6658390164375305,0.0,0.0,31.3,,,vpg_moving_avg,2,,
40,12963,44.3,27.074157419945685,-0.29835906624794,0.6567599177360535,0.0,0.0,31.617073170731707,73.9,21.68155898453799,vpg_moving_avg,2,,
41,13470,50.7,24.228289250378367,-0.2735758423805237,0.6663695573806763,0.0,0.0,32.07142857142857,,,vpg_moving_avg,2,,
42,13941,47.1,26.478104161740887,-0.3076289296150207,0.6583757996559143,0.0,0.0,32.42093023255814,,,vpg_moving_avg,2,,
43,14178,23.7,9.338629449764028,-1.6104421615600586,0.6437162756919861,0.0,0.0,32.222727272727276,,,vpg_moving_avg,2,,
44,14550,37.2,15.797468151574163,-0.748460590839386,0.6607874631881714,0.0,0.0,32.333333333333336,,,vpg_moving_avg,2,,
45,14940,39.0,22.89978165834775,-0.4767526984214782,0.6567174792289734,0.0,0.0,32.47826086956522,70.7,15.811704525445698,vpg_moving_avg,2,,
46,15438,49.8,33.053895383146596,-0.1771296560764312,0.6604174375534058,0.0,0.0,32.8468085106383,,,vpg_moving_avg,2,,
47,15874,43.6,18.78935869049287,-0.5321925282478333,0.6600044965744019,0.0,0.0,33.07083333333333,,,vpg_moving_avg,2,,
48,16260,38.6,25.13244914448252,-0.4403319656848907,0.6553879380226135,0.0,0.0,33.183673469387756,,,vpg_moving_avg,2,,
49,16623,36.3,13.675159962501354,-0.8438180685043335,0.652863621711731,0.0,0.0,33.246,,,vpg_moving_avg,2,,
50,16929,30.6,21.448543074064496,-0.6417220234870911,0.6516920924186707,0.0,0.0,33.194117647058825,71.0,12.181953866272847,vpg_moving_avg,2,,
51,17372,44.3,26.33267931677291,-0.3684373497962951,0.6552878618240356,0.0,0.0,33.40769230769231,,,vpg_moving_avg,2,,
52,17776,40.4,19.8353220291479,-0.5907360315322876,0.6510647535324097,0.0,0.0,33.53962264150943,,,vpg_moving_avg,2,,
53,18107,33.1,17.05549764738631,-0.840323269367218,0.6495454907417297,0.0,0.0,33.53148148148148,,,vpg_moving_avg,2,,
54,18423,31.6,15.06784656146989,-0.940418779850006,0.6422039866447449,0.0,0.0,33.49636363636364,,,vpg_moving_avg,2,,
55,18827,40.4,11.01998185116473,-0.8562520742416382,0.6480919718742371,0.0,0.0,33.61964285714286,96.6,30.315672514394265,vpg_moving_avg,2,,
56,19402,57.5,20.460938394902616,-0.3199193179607391,0.6545888781547546,0.0,0.0,34.03859649122807,,,vpg_moving_avg,2,,
57,19889,48.7,20.199257412093147,-0.4819471836090088,0.649919331073761,0.0,0.0,34.29137931034483,,,vpg_moving_avg,2,,
58,20301,41.2,22.88580345978703,-0.5263975858688354,0.6485540866851807,0.0,0.0,34.40847457627119,,,vpg_moving_avg,2,,
59,20821,52.0,24.55605831561735,-0.371405154466629,0.6500911116600037,0.0,0.0,34.70166666666667,,,vpg_moving_avg,2,,
60,21246,42.5,24.788101984621573,-0.481461614370346,0.6457260847091675,0.0,0.0,34.829508196721314,101.1,41.18604132470126,vpg_moving_avg,2,,
61,21849,60.3,31.99703111227665,-0.2010455280542373,0.6553599238395691,0.0,0.0,35.24032258064516,,,vpg_moving_avg,2,,
62,22547,69.8,57.91683693020536,0.0218794494867324,0.6487783789634705,0.0,0.0,35.78888888888889,,,vpg_moving_avg,2,,
63,23020,47.3,17.714683175264526,-0.6290054321289062,0.642852246761322,0.0,0.0,35.96875,,,vpg_moving_avg,2,,
64,23465,44.5,22.86153975566825,-0.5482363700866699,0.6478915214538574,0.0,0.0,36.1,,,vpg_moving_avg,2,,
65,23992,52.7,18.336030104687328,-0.5249612927436829,0.6477063298225403,0.0,0.0,36.35151515151515,90.9,23.02802640262513,vpg_moving_avg,2,,
66,24601,60.9,39.893483177080434,-0.1517107039690017,0.6458863615989685,0.0,0.0,36.71791044776119,,,vpg_moving_avg,2,,
67,25097,49.6,35.502675955482566,-0.3007682263851166,0.6429659724235535,0.0,0.0,36.90735294117647,,,vpg_moving_avg,2,,
68,25843,74.6,46.24975675611711,-0.0505246110260486,0.6450120806694031,0.0,0.0,37.4536231884058,,,vpg_moving_avg,2,,
69,26393,55.0,42.839234353568926,-0.2082376033067703,0.641279935836792,0.0,0.0,37.70428571428572,,,vpg_moving_avg,2,,
70,26924,53.1,28.56378826416412,-0.4334422647953033,0.6304527521133423,0.0,0.0,37.92112676056338,113.7,50.74652697475956,vpg_moving_avg,2,,
71,27468,54.4,21.513716554793596,-0.507239818572998,0.6434534788131714,0.0,0.0,38.15,,,vpg_moving_avg,2,,
72,28054,58.6,30.64375956047169,-0.3304721117019653,0.6393347978591919,0.0,0.0,38.43013698630137,,,vpg_moving_avg,2,,
73,28487,43.3,12.673200069437868,-0.9964316487312316,0.6363265514373779,0.0,0.0,38.49594594594595,,,vpg_moving_avg,2,,
74,29065,57.8,27.98499597998899,-0.4128730893135071,0.6411140561103821,0.0,0.0,38.75333333333333,,,vpg_moving_avg,2,,
75,29478,41.3,16.81695572926325,-0.8761076331138611,0.6432639956474304,0.0,0.0,38.786842105263155,104.8,30.928304188881743,vpg_moving_avg,2,,
76,30034,55.6,25.44091193334075,-0.466214120388031,0.6385555267333984,0.0,0.0,39.005194805194805,,,vpg_moving_avg,2,,
77,30489,45.5,19.288597668052493,-0.8051466941833496,0.6286927461624146,0.0,0.0,39.08846153846154,,,vpg_moving_avg,2,,
78,30913,42.4,16.906803364326446,-0.8998408913612366,0.6310517191886902,0.0,0.0,39.130379746835445,,,vpg_moving_avg,2,,
79,31423,51.0,34.62946722085109,-0.3743120431900024,0.6304583549499512,0.0,0.0,39.27875,,,vpg_moving_avg,2,,
80,31910,48.7,21.345022839060164,-0.693976879119873,0.630957841873169,0.0,0.0,39.39506172839506,104.3,45.74724035392736,vpg_moving_avg,2,,
81,32375,46.5,14.193308282426615,-0.9133893847465516,0.6358444094657898,0.0,0.0,39.48170731707317,,,vpg_moving_avg,2,,
82,32916,54.1,24.188633694361492,-0.5307475328445435,0.6384377479553223,0.0,0.0,39.6578313253012,,,vpg_moving_avg,2,,
83,33556,64.0,48.7216584282596,-0.1610596477985382,0.637940526008606,0.0,0.0,39.94761904761905,,,vpg_moving_avg,2,,
84,34066,51.0,32.15276037916496,-0.430992066860199,0.6323484778404236,0.0,0.0,40.07764705882353,,,vpg_moving_avg,2,,
85,34655,58.9,25.02578670092111,-0.4757007658481598,0.637336015701294,0.0,0.0,40.29651162790697,91.6,12.459534501738016,vpg_moving_avg,2,,
86,35144,48.9,18.08009955724802,-0.7702507972717285,0.6362626552581787,0.0,0.0,40.39540229885058,,,vpg_moving_avg,2,,
87,35690,54.6,22.89628790874189,-0.5746132135391235,0.624801754951477,0.0,0.0,40.55681818181818,,,vpg_moving_avg,2,,
88,36276,58.6,34.67621663330647,-0.3830398321151733,0.6273491978645325,0.0,0.0,40.75955056179775,,,vpg_moving_avg,2,,
89,36823,54.7,25.03617382908179,-0.5415967702865601,0.6322576999664307,0.0,0.0,40.91444444444444,,,vpg_moving_avg,2,,
90,37313,49.0,21.250882334623192,-0.75779128074646,0.6258707642555237,0.0,0.0,41.003296703296705,121.9,43.07772045965292,vpg_moving_avg,2,,
91,37842,52.9,20.70483035429172,-0.6829982995986938,0.6372395157814026,0.0,0.0,41.13260869565217,,,vpg_moving_avg,2,,
92,38431,58.9,37.06062600658548,-0.3326409757137298,0.6318718194961548,0.0,0.0,41.32365591397849,,,vpg_moving_avg,2,,
93,39012,58.1,19.972230721679537,-0.640276312828064,0.6329358220100403,0.0,0.0,41.50212765957447,,,vpg_moving_avg,2,,
94,39715,70.3,21.65202069091936,-0.4319120347499847,0.6362591981887817,0.0,0.0,41.805263157894736,,,vpg_moving_avg,2,,
95,40132,41.7,17.082447131485583,-1.0199103355407717,0.6196141242980957,0.0,0.0,41.80416666666667,149.9,55.104355544729856,vpg_moving_avg,2,,
96,40658,52.6,30.774015012669377,-0.5142281651496887,0.6191307902336121,0.0,0.0,41.91546391752577,,,vpg_moving_avg,2,,
97,41257,59.9,31.2616378329735,-0.4367055296897888,0.6197882294654846,0.0,0.0,42.09897959183674,,,vpg_moving_avg,2,,
98,42178,92.1,42.6132608468303,-0.1124601066112518,0.6359044909477234,0.0,0.0,42.6040404040404,,,vpg_moving_avg,2,,
99,42954,77.6,30.67963493915793,-0.3238250017166137,0.6212413311004639,0.0,0.0,42.954,,,vpg_moving_avg,2,,
100,43480,52.6,20.766318884193225,-0.746005117893219,0.6311290860176086,0.0,0.0,43.04950495049505,183.6,58.85269747428745,vpg_moving_avg,2,,
101,44104,62.4,32.006874261633236,-0.4337207078933716,0.6319749355316162,0.0,0.0,43.23921568627451,,,vpg_moving_avg,2,,
102,44636,53.2,22.4535075210979,-0.707307755947113,0.6267116069793701,0.0,0.0,43.33592233009709,,,vpg_moving_avg,2,,
103,45181,54.5,25.691438262580785,-0.6665294766426086,0.6264007091522217,0.0,0.0,43.44326923076923,,,vpg_moving_avg,2,,
104,45688,50.7,34.84551621084125,-0.5043795108795166,0.6230025291442871,0.0,0.0,43.51238095238095,,,vpg_moving_avg,2,,
105,46365,67.7,40.80453406179269,-0.3316378891468048,0.623723566532135,0.0,0.0,43.740566037735846,170.9,98.6270246940462,vpg_moving_avg,2,,
106,46895,53.0,23.916521486202797,-0.7181894779205322,0.6161841154098511,0.0,0.0,43.82710280373832,,,vpg_moving_avg,2,,
107,47562,66.7,34.228789052492054,-0.4017398953437805,0.6282650828361511,0.0,0.0,44.03888888888889,,,vpg_moving_avg,2,,
108,48208,64.6,23.281752511355325,-0.5829970240592957,0.6244733333587646,0.0,0.0,44.22752293577982,,,vpg_moving_avg,2,,
109,48829,62.1,32.225610932921036,-0.5071414113044739,0.6188353300094604,0.0,0.0,44.39,,,vpg_moving_avg,2,,
110,49465,63.6,35.45475990611134,-0.419039785861969,0.6227735280990601,0.0,0.0,44.56306306306306,157.2,62.6782258842734,vpg_moving_avg,2,,
111,50138,67.3,29.27473313285708,-0.476986676454544,0.6231827139854431,0.0,0.0,44.76607142857143,,,vpg_moving_avg,2,,
112,50696,55.8,20.82210364012244,-0.7850132584571838,0.613986611366272,0.0,0.0,44.86371681415929,,,vpg_moving_avg,2,,
113,51114,41.8,25.895173295423223,-0.8738386034965515,0.6120825409889221,0.0,0.0,44.83684210526316,,,vpg_moving_avg,2,,
114,51676,56.2,21.724640388278008,-0.760492205619812,0.6175479888916016,0.0,0.0,44.93565217391304,,,vpg_moving_avg,2,,
115,52159,48.3,18.552897347853783,-0.9783723950386048,0.6096973419189453,0.0,0.0,44.96465517241379,212.9,58.327437797318,vpg_moving_avg,2,,
116,53025,86.6,30.41447024033133,-0.3086758553981781,0.6312061548233032,0.0,0.0,45.32051282051282,,,vpg_moving_avg,2,,
117,53760,73.5,28.945638704302244,-0.4757924079895019,0.6158961057662964,0.0,0.0,45.559322033898304,,,vpg_moving_avg,2,,
118,54246,48.6,21.53230131685882,-0.9466493129730223,0.605281412601471,0.0,0.0,45.58487394957983,,,vpg_moving_avg,2,,
119,55468,122.2,56.282857070337144,-0.0203116685152053,0.6252775192260742,0.0,0.0,46.223333333333336,,,vpg_moving_avg,2,,
120,56182,71.4,32.1844683038263,-0.4616064131259918,0.6159593462944031,0.0,0.0,46.43140495867769,175.9,68.15636433965649,vpg_moving_avg,2,,
121,56904,72.2,31.435012327021603,-0.4553989768028259,0.6230919361114502,0.0,0.0,46.64262295081967,,,vpg_moving_avg,2,,
122,57512,60.8,37.50413310556584,-0.4826536774635315,0.6157940030097961,0.0,0.0,46.75772357723577,,,vpg_moving_avg,2,,
123,58424,91.2,89.64463174111432,-0.0343594998121261,0.6206606030464172,0.0,0.0,47.116129032258065,,,vpg_moving_avg,2,,
124,59105,68.1,45.656215349062826,-0.3765032589435577,0.6151914596557617,0.0,0.0,47.284,,,vpg_moving_avg,2,,
125,59840,73.5,30.69283303965276,-0.492903470993042,0.6062122583389282,0.0,0.0,47.492063492063494,140.4,24.228908353452493,vpg_moving_avg,2,,
126,60635,79.5,43.9095661559073,-0.3206728100776672,0.6212925910949707,0.0,0.0,47.74409448818898,,,vpg_moving_avg,2,,
127,61328,69.3,64.52604125467484,-0.2046542763710022,0.6021825671195984,0.0,0.0,47.9125,,,vpg_moving_avg,2,,
128,62457,112.9,42.14605556870062,-0.1570527255535125,0.6177976131439209,0.0,0.0,48.41627906976744,,,vpg_moving_avg,2,,
129,63156,69.9,29.874571126628748,-0.590455174446106,0.6106774210929871,0.0,0.0,48.581538461538464,,,vpg_moving_avg,2,,
130,63997,84.1,40.09102143872117,-0.3672538995742798,0.6170207262039185,0.0,0.0,48.85267175572519,196.2,42.75230987911647,vpg_moving_avg,2,,
131,64913,91.6,43.093386963663,-0.3022287786006927,0.6189675331115723,0.0,0.0,49.176515151515154,,,vpg_moving_avg,2,,
132,65730,81.7,30.633478418227337,-0.4814778864383697,0.6177671551704407,0.0,0.0,49.421052631578945,,,vpg_moving_avg,2,,
133,66528,79.8,41.75595765875811,-0.4230905771255493,0.6014938354492188,0.0,0.0,49.64776119402985,,,vpg_moving_avg,2,,
134,67724,119.6,75.49596015681898,-0.0538534596562385,0.6158466935157776,0.0,0.0,50.165925925925926,,,vpg_moving_avg,2,,
135,68389,66.5,31.013706647222936,-0.6728101372718811,0.6044264435768127,0.0,0.0,50.28602941176471,229.9,30.794317657645863,vpg_moving_avg,2,,
136,69526,113.7,61.63935431199779,-0.1526560485363006,0.614554762840271,0.0,0.0,50.74890510948905,,,vpg_moving_avg,2,,
137,70240,71.4,28.667751917442008,-0.6863307356834412,0.6017094254493713,0.0,0.0,50.89855072463768,,,vpg_moving_avg,2,,
138,71353,111.3,49.64080982417592,-0.2234269827604293,0.6101049780845642,0.0,0.0,51.333093525179855,,,vpg_moving_avg,2,,
139,72319,96.6,46.555773004000265,-0.3092979192733764,0.6125632524490356,0.0,0.0,51.65642857142857,224.1,42.77487580344331,vpg_moving_avg,2,,
0,152,15.2,4.166533331199932,0.0061929239891469,0.6890803575515747,0.0,96.1846694946289,,9.2,0.4,vpg_value,0,52148.0,
1,331,17.9,6.040695324215583,0.0089690675958991,0.689495861530304,0.0,135.05807495117188,,,,vpg_value,0,52148.0,
