update,env_steps,train_return_mean,train_return_std,policy_loss,entropy,entropy_beta,value_loss,baseline_value,eval_return_mean,eval_return_std,experiment,seed,steps_to_475,steps_to_495
69,24614,47.2,29.559431658947705,-0.0310143567621707,0.6401196122169495,0.0,0.0,,,,vpg,0,58202.0,58202.0
70,25077,46.3,23.44802763560296,-0.0182169675827026,0.632848858833313,0.0,0.0,,154.3,63.520154281928505,vpg,0,58202.0,58202.0
71,25547,47.0,27.129319932501073,-0.0214581713080406,0.6379393339157104,0.0,0.0,,,,vpg,0,58202.0,58202.0
72,25969,42.2,14.898322053170954,-0.0248790457844734,0.6204081773757935,0.0,0.0,,,,vpg,0,58202.0,58202.0
73,26536,56.7,28.443101096751036,-0.0094738071784377,0.6355606913566589,0.0,0.0,,,,vpg,0,58202.0,58202.0
74,27131,59.5,27.688445243458503,-0.0138787534087896,0.6425628662109375,0.0,0.0,,,,vpg,0,58202.0,58202.0
75,27625,49.4,46.8,-0.0156925544142723,0.62554931640625,0.0,0.0,,151.8,78.45992607694708,vpg,0,58202.0,58202.0
76,28029,40.4,16.33523798418621,-0.0309215299785137,0.6324024796485901,0.0,0.0,,,,vpg,0,58202.0,58202.0
77,28767,73.8,68.56354716611443,-0.0154646169394254,0.6320387125015259,0.0,0.0,,,,vpg,0,58202.0,58202.0
78,29318,55.1,32.6663435358168,-0.0201477017253637,0.6278560757637024,0.0,0.0,,,,vpg,0,58202.0,58202.0
79,29798,48.0,17.429859437184227,0.0018515189876779,0.634708046913147,0.0,0.0,,,,vpg,0,58202.0,58202.0
80,30197,39.9,15.712733689590744,-0.0120656583458185,0.6163901090621948,0.0,0.0,,163.0,60.3589264318046,vpg,0,58202.0,58202.0
81,30730,53.3,46.84666476922343,-0.0173083916306495,0.6288706660270691,0.0,0.0,,,,vpg,0,58202.0,58202.0
82,31325,59.5,23.001086930838724,-0.0042303567752242,0.6304199695587158,0.0,0.0,,,,vpg,0,58202.0,58202.0
83,31960,63.5,28.178892810044896,-0.0144183151423931,0.6262438297271729,0.0,0.0,,,,vpg,0,58202.0,58202.0
84,32550,59.0,33.05147500490712,-0.0114156566560268,0.6301219463348389,0.0,0.0,,,,vpg,0,58202.0,58202.0
85,33071,52.1,18.03025235541644,-0.0106240436434745,0.6280211210250854,0.0,0.0,,167.4,50.935645671768995,vpg,0,58202.0,58202.0
86,33676,60.5,21.33190099358236,-0.0081587536260485,0.6272099614143372,0.0,0.0,,,,vpg,0,58202.0,58202.0
87,34150,47.4,20.80480713681336,-0.0279176644980907,0.6060555577278137,0.0,0.0,,,,vpg,0,58202.0,58202.0
88,34636,48.6,20.674622124720926,-0.0060451407916843,0.6196398138999939,0.0,0.0,,,,vpg,0,58202.0,58202.0
89,35155,51.9,16.54962235218677,-0.0044019813649356,0.6190212368965149,0.0,0.0,,,,vpg,0,58202.0,58202.0
90,35747,59.2,22.688322987827902,-0.0172381103038787,0.6211737394332886,0.0,0.0,,152.1,38.3756433170833,vpg,0,58202.0,58202.0
91,36219,47.2,23.709913538433668,-0.023928802460432,0.6197718977928162,0.0,0.0,,,,vpg,0,58202.0,58202.0
92,37049,83.0,47.58571214135605,-0.0091903023421764,0.6235238313674927,0.0,0.0,,,,vpg,0,58202.0,58202.0
93,37754,70.5,43.930058046854434,-0.0148639138787984,0.6257648468017578,0.0,0.0,,,,vpg,0,58202.0,58202.0
94,38528,77.4,33.51178897045038,-0.0171879287809133,0.6255071759223938,0.0,0.0,,,,vpg,0,58202.0,58202.0
95,39262,73.4,29.24790590794493,-0.012682918459177,0.6236372590065002,0.0,0.0,,190.2,58.05480169632827,vpg,0,58202.0,58202.0
96,39911,64.9,26.496980960101848,-0.0280000492930412,0.6201471090316772,0.0,0.0,,,,vpg,0,58202.0,58202.0
97,40409,49.8,28.662867965365923,-0.0173778999596834,0.6128746271133423,0.0,0.0,,,,vpg,0,58202.0,58202.0
98,41135,72.6,28.720027855139698,-0.0232573561370372,0.6183884739875793,0.0,0.0,,,,vpg,0,58202.0,58202.0
99,42131,99.6,86.36226027611829,-0.0071651171892881,0.6223876476287842,0.0,0.0,,,,vpg,0,58202.0,58202.0
100,42870,73.9,41.40881548656035,-0.013564565218985,0.6168403029441833,0.0,0.0,,297.2,92.92340932187108,vpg,0,58202.0,58202.0
101,43644,77.4,61.033105770557015,-0.0175815764814615,0.6123092174530029,0.0,0.0,,,,vpg,0,58202.0,58202.0
102,44366,72.2,49.77911208529136,-0.0076155452989041,0.6161685585975647,0.0,0.0,,,,vpg,0,58202.0,58202.0
103,45354,98.8,55.972850561678555,-0.0145307630300521,0.6107742190361023,0.0,0.0,,,,vpg,0,58202.0,58202.0
104,46467,111.3,58.318178983915466,-0.0006690072477795,0.6259029507637024,0.0,0.0,,,,vpg,0,58202.0,58202.0
105,47334,86.7,49.59647164869695,-0.0233967788517475,0.6119994521141052,0.0,0.0,,252.6,59.47133763419148,vpg,0,58202.0,58202.0
106,48293,95.9,55.76100788185235,-0.0128030981868505,0.6135063171386719,0.0,0.0,,,,vpg,0,58202.0,58202.0
107,49376,108.3,45.740682111223485,-0.0090752784162759,0.6211624145507812,0.0,0.0,,,,vpg,0,58202.0,58202.0
108,50139,76.3,34.70749198660139,-0.0146518070250749,0.6188660264015198,0.0,0.0,,,,vpg,0,58202.0,58202.0
109,51229,109.0,42.43112065453846,-0.0081155011430382,0.6123109459877014,0.0,0.0,,,,vpg,0,58202.0,58202.0
110,52094,86.5,43.07029138512995,-0.0075208987109363,0.6070597767829895,0.0,0.0,,323.8,109.11168590027376,vpg,0,58202.0,58202.0
111,53218,112.4,43.1953701222712,-0.013130840845406,0.6131977438926697,0.0,0.0,,,,vpg,0,58202.0,58202.0
112,54129,91.1,44.95431013818364,-0.0046515972353518,0.6088381409645081,0.0,0.0,,,,vpg,0,58202.0,58202.0
113,55682,155.3,55.42391180708919,-0.0135400900617241,0.6163752675056458,0.0,0.0,,,,vpg,0,58202.0,58202.0
114,56801,111.9,55.20588736720025,-0.005622545722872,0.6126603484153748,0.0,0.0,,,,vpg,0,58202.0,58202.0
115,58202,140.1,52.75310417406733,-0.008968636393547,0.6215662360191345,0.0,0.0,,500.0,0.0,vpg,0,58202.0,58202.0
0,180,18.0,6.371812928829597,-0.0041258167475461,0.6916547417640686,0.0,0.0,,43.1,17.711295830627414,vpg,1,80859.0,87494.0
1,468,28.8,20.163333057805698,-0.0071529322303831,0.6909129023551941,0.0,0.0,,,,vpg,1,80859.0,87494.0
2,754,28.6,10.239140588936165,-0.006205198355019,0.6894848942756653,0.0,0.0,,,,vpg,1,80859.0,87494.0
3,1059,30.5,18.78962479667968,-0.012456078082323,0.6888580322265625,0.0,0.0,,,,vpg,1,80859.0,87494.0
4,1289,23.0,7.0285133563222315,0.0001227586180903,0.6880503296852112,0.0,0.0,,,,vpg,1,80859.0,87494.0
5,1494,20.5,8.697700845625814,-0.0200076401233673,0.6862286329269409,0.0,0.0,,54.4,19.40206174611348,vpg,1,80859.0,87494.0
6,1801,30.7,16.48059464946578,-0.015977744013071,0.6865296363830566,0.0,0.0,,,,vpg,1,80859.0,87494.0
7,2007,20.6,6.102458520956943,-0.0086699705570936,0.6873346567153931,0.0,0.0,,,,vpg,1,80859.0,87494.0
8,2285,27.8,16.381697103780184,-0.0181484017521142,0.6843591332435608,0.0,0.0,,,,vpg,1,80859.0,87494.0
9,2557,27.2,10.897706180660222,-0.0183167085051536,0.6843850016593933,0.0,0.0,,,,vpg,1,80859.0,87494.0
10,2775,21.8,9.3893556754444,-0.0018859292613342,0.6796372532844543,0.0,0.0,,54.5,17.66493702224834,vpg,1,80859.0,87494.0
11,3079,30.4,11.757550765359255,-0.0073512722738087,0.6828749179840088,0.0,0.0,,,,vpg,1,80859.0,87494.0
12,3448,36.9,22.598451274368337,-0.0147246746346354,0.681300938129425,0.0,0.0,,,,vpg,1,80859.0,87494.0
13,3679,23.1,11.103603018840326,-0.0064194924198091,0.6767987012863159,0.0,0.0,,,,vpg,1,80859.0,87494.0
14,4142,46.3,39.557679406153234,-0.0036345652770251,0.6751383543014526,0.0,0.0,,,,vpg,1,80859.0,87494.0
15,4474,33.2,14.524462124292244,-0.014394205994904,0.6739434599876404,0.0,0.0,,54.6,15.869467539901898,vpg,1,80859.0,87494.0
16,4737,26.3,14.683664392786971,0.0041390061378479,0.6739004850387573,0.0,0.0,,,,vpg,1,80859.0,87494.0
17,5085,34.8,14.85126257258958,-0.0091743767261505,0.6765495538711548,0.0,0.0,,,,vpg,1,80859.0,87494.0
18,5362,27.7,8.752713864853574,-0.0451564639806747,0.6721257567405701,0.0,0.0,,,,vpg,1,80859.0,87494.0
19,5679,31.7,17.65814259767997,-0.0014766916865482,0.6739603281021118,0.0,0.0,,,,vpg,1,80859.0,87494.0
20,5957,27.8,8.24378553820998,-0.0114360991865396,0.6690549850463867,0.0,0.0,,76.8,39.58484558514786,vpg,1,80859.0,87494.0
21,6343,38.6,13.062924634246343,-0.008995683863759,0.6766505241394043,0.0,0.0,,,,vpg,1,80859.0,87494.0
22,6755,41.2,24.547097588106013,-0.0127616878598928,0.6693827509880066,0.0,0.0,,,,vpg,1,80859.0,87494.0
23,7170,41.5,29.74978991522461,-0.0090983202680945,0.6647943258285522,0.0,0.0,,,,vpg,1,80859.0,87494.0
24,7587,41.7,21.457166634949733,-0.0115998014807701,0.6724505424499512,0.0,0.0,,,,vpg,1,80859.0,87494.0
25,7997,41.0,21.099763031844695,-0.0267218258231878,0.6673629879951477,0.0,0.0,,83.0,50.05397087145035,vpg,1,80859.0,87494.0
26,8420,42.3,19.728405916343064,-0.0043809954077005,0.672491192817688,0.0,0.0,,,,vpg,1,80859.0,87494.0
27,8902,48.2,44.45177161823812,-0.0025886134244501,0.6641653776168823,0.0,0.0,,,,vpg,1,80859.0,87494.0
28,9368,46.6,26.8335610756381,-0.0138837359845638,0.6630368828773499,0.0,0.0,,,,vpg,1,80859.0,87494.0
29,9709,34.1,11.68289347721702,-0.0252221301198005,0.6608371138572693,0.0,0.0,,,,vpg,1,80859.0,87494.0
30,10054,34.5,21.86892772862904,-0.0246408525854349,0.6531331539154053,0.0,0.0,,72.2,36.9020324643508,vpg,1,80859.0,87494.0
31,10445,39.1,25.25648431591381,-0.0033336009364575,0.6534709334373474,0.0,0.0,,,,vpg,1,80859.0,87494.0
32,10762,31.7,12.033702672078949,-0.04451185464859,0.6508827805519104,0.0,0.0,,,,vpg,1,80859.0,87494.0
33,11072,31.0,14.642404174178502,-0.0110523197799921,0.6564366221427917,0.0,0.0,,,,vpg,1,80859.0,87494.0
34,11518,44.6,27.907705029256704,-0.0194122567772865,0.6596309542655945,0.0,0.0,,,,vpg,1,80859.0,87494.0
35,11863,34.5,23.495744295510196,-0.0189624745398759,0.6506138443946838,0.0,0.0,,63.1,15.049584711878264,vpg,1,80859.0,87494.0
36,12321,45.8,27.34520067580415,-0.0133838392794132,0.6572777628898621,0.0,0.0,,,,vpg,1,80859.0,87494.0
37,12699,37.8,16.83923988783342,-0.0093767205253243,0.650600016117096,0.0,0.0,,,,vpg,1,80859.0,87494.0
38,13174,47.5,29.31978853948302,-0.010000585578382,0.6435307264328003,0.0,0.0,,,,vpg,1,80859.0,87494.0
39,13517,34.3,23.138928237928397,-0.013306169770658,0.641390860080719,0.0,0.0,,,,vpg,1,80859.0,87494.0
40,13956,43.9,16.996764397967045,-0.0139034064486622,0.653986394405365,0.0,0.0,,85.1,36.645463566449806,vpg,1,80859.0,87494.0
41,14340,38.4,18.79468009836826,-0.0453995466232299,0.6480896472930908,0.0,0.0,,,,vpg,1,80859.0,87494.0
42,14876,53.6,34.627156972526635,-0.0028833444230258,0.6499034762382507,0.0,0.0,,,,vpg,1,80859.0,87494.0
43,15313,43.7,23.90418373423364,-0.0078312996774911,0.6392712593078613,0.0,0.0,,,,vpg,1,80859.0,87494.0
44,15770,45.7,19.884918908559825,0.0044282311573624,0.6412773132324219,0.0,0.0,,,,vpg,1,80859.0,87494.0
45,16270,50.0,31.25699921617557,-0.0105839520692825,0.6496170163154602,0.0,0.0,,178.0,109.0935378471154,vpg,1,80859.0,87494.0
46,16735,46.5,15.512897859523218,0.004185683093965,0.6485364437103271,0.0,0.0,,,,vpg,1,80859.0,87494.0
47,17220,48.5,17.76091213873882,-0.0525578632950782,0.645851194858551,0.0,0.0,,,,vpg,1,80859.0,87494.0
48,17610,39.0,9.909591313469996,0.0079480540007352,0.6448932886123657,0.0,0.0,,,,vpg,1,80859.0,87494.0
49,18176,56.6,40.89058571358449,-0.0057657700963318,0.6392168402671814,0.0,0.0,,,,vpg,1,80859.0,87494.0
50,18619,44.3,18.56906028855526,-0.0289557054638862,0.6333295702934265,0.0,0.0,,171.1,67.06183713558703,vpg,1,80859.0,87494.0
51,19018,39.9,15.273833834371771,-0.0221453998237848,0.6311931014060974,0.0,0.0,,,,vpg,1,80859.0,87494.0
52,19517,49.9,13.837991183694257,-0.0181943327188491,0.6485133171081543,0.0,0.0,,,,vpg,1,80859.0,87494.0
53,20048,53.1,21.50093021243499,-0.0059117749333381,0.6381335854530334,0.0,0.0,,,,vpg,1,80859.0,87494.0
54,20648,60.0,23.43074902771996,-0.0057888999581336,0.6416482329368591,0.0,0.0,,,,vpg,1,80859.0,87494.0
55,21051,40.3,18.02248595505071,-0.0201868955045938,0.6326243281364441,0.0,0.0,,185.5,111.89749773788508,vpg,1,80859.0,87494.0
56,21468,41.7,18.498918887329605,-0.0120263593271374,0.6168835163116455,0.0,0.0,,,,vpg,1,80859.0,87494.0
57,22004,53.6,23.5762592452662,0.0063649173825979,0.6339322924613953,0.0,0.0,,,,vpg,1,80859.0,87494.0
58,22454,45.0,21.99545407578575,-0.0402906611561775,0.6272467970848083,0.0,0.0,,,,vpg,1,80859.0,87494.0
59,22914,46.0,28.138940989312303,-0.0417511984705925,0.622235894203186,0.0,0.0,,,,vpg,1,80859.0,87494.0
60,23402,48.8,24.20247921184935,0.0024207371752709,0.6286975145339966,0.0,0.0,,140.8,62.32784289545082,vpg,1,80859.0,87494.0
61,23927,52.5,19.464069461446133,-0.0052483761683106,0.6230179071426392,0.0,0.0,,,,vpg,1,80859.0,87494.0
62,24479,55.2,28.095551249263647,-0.0241253580898046,0.620278537273407,0.0,0.0,,,,vpg,1,80859.0,87494.0
63,25038,55.9,27.829660436304284,-0.025269117206335,0.6333156228065491,0.0,0.0,,,,vpg,1,80859.0,87494.0
64,25732,69.4,36.180657816020975,-0.0137450527399778,0.6397234797477722,0.0,0.0,,,,vpg,1,80859.0,87494.0
65,26122,39.0,19.81918262693999,-0.0239541102200746,0.6075968742370605,0.0,0.0,,116.7,43.93870730915965,vpg,1,80859.0,87494.0
66,26679,55.7,34.01778946374969,0.0003674257022794,0.623946487903595,0.0,0.0,,,,vpg,1,80859.0,87494.0
67,27114,43.5,15.787653403846944,-0.0119432406499981,0.6201869249343872,0.0,0.0,,,,vpg,1,80859.0,87494.0
68,27710,59.6,28.253141418256483,-0.0122809568420052,0.6289995312690735,0.0,0.0,,,,vpg,1,80859.0,87494.0
69,28272,56.2,28.445737817817275,-0.0154202552512288,0.6107810735702515,0.0,0.0,,,,vpg,1,80859.0,87494.0
70,28932,66.0,23.727621035409346,-0.0167391169816255,0.6255330443382263,0.0,0.0,,204.0,78.24576665865061,vpg,1,80859.0,87494.0
71,29422,49.0,18.149380154705007,-0.0146415010094642,0.6086544394493103,0.0,0.0,,,,vpg,1,80859.0,87494.0
72,30040,61.8,26.83952309561405,-0.0118133099749684,0.6193446516990662,0.0,0.0,,,,vpg,1,80859.0,87494.0
73,30631,59.1,47.3866014818535,-0.0136025324463844,0.611534833908081,0.0,0.0,,,,vpg,1,80859.0,87494.0
74,31512,88.1,27.566102372297756,0.0031296706292778,0.6227965950965881,0.0,0.0,,,,vpg,1,80859.0,87494.0
75,32127,61.5,14.136831328130077,-0.0048393025062978,0.615222692489624,0.0,0.0,,252.1,128.67824213906562,vpg,1,80859.0,87494.0
76,32653,52.6,23.833589742210467,-0.0295122191309928,0.6113212704658508,0.0,0.0,,,,vpg,1,80859.0,87494.0
77,33558,90.5,33.23627536292236,-0.0059373467229306,0.6199149489402771,0.0,0.0,,,,vpg,1,80859.0,87494.0
78,34158,60.0,30.10979906940596,-0.0043619545176625,0.6170072555541992,0.0,0.0,,,,vpg,1,80859.0,87494.0
79,34996,83.8,81.67104750154732,-0.0045958398841321,0.6196403503417969,0.0,0.0,,,,vpg,1,80859.0,87494.0
80,35482,48.6,30.44404703714669,-0.0467466674745082,0.5974276065826416,0.0,0.0,,295.3,112.86367883424676,vpg,1,80859.0,87494.0
81,36335,85.3,40.356040440063,-0.0036916674580425,0.6117492318153381,0.0,0.0,,,,vpg,1,80859.0,87494.0
82,37069,73.4,29.230805667993483,-0.0207101479172706,0.6080632209777832,0.0,0.0,,,,vpg,1,80859.0,87494.0
83,37758,68.9,42.62264656259627,0.0105323269963264,0.6093292832374573,0.0,0.0,,,,vpg,1,80859.0,87494.0
84,38576,81.8,29.27729495701405,-0.0286643020808696,0.602454423904419,0.0,0.0,,,,vpg,1,80859.0,87494.0
85,39483,90.7,51.552012569830865,-0.0177301354706287,0.6117048859596252,0.0,0.0,,281.1,104.68662760830536,vpg,1,80859.0,87494.0
86,40201,71.8,31.55249593930724,-0.0131907863542437,0.6016011834144592,0.0,0.0,,,,vpg,1,80859.0,87494.0
87,41109,90.8,32.49553815526064,-0.0117580918595194,0.6095406413078308,0.0,0.0,,,,vpg,1,80859.0,87494.0
88,41885,77.6,29.85699248082432,-3.842349087790353e-06,0.6111518740653992,0.0,0.0,,,,vpg,1,80859.0,87494.0
89,42801,91.6,49.99039907822301,-0.0162557326257228,0.6017870903015137,0.0,0.0,,,,vpg,1,80859.0,87494.0
90,43365,56.4,29.88377486195477,-0.0144013483077287,0.598931610584259,0.0,0.0,,260.1,126.3601598606143,vpg,1,80859.0,87494.0
91,44082,71.7,33.42469147202409,-0.0022407348733395,0.6026127934455872,0.0,0.0,,,,vpg,1,80859.0,87494.0
92,44711,62.9,30.86891640469422,-0.015266184695065,0.599712610244751,0.0,0.0,,,,vpg,1,80859.0,87494.0
93,45489,77.8,37.50146663798631,-0.0093377325683832,0.606543779373169,0.0,0.0,,,,vpg,1,80859.0,87494.0
94,46273,78.4,46.21514903145937,-0.0172605589032173,0.5967869758605957,0.0,0.0,,,,vpg,1,80859.0,87494.0
